W_c,u_half,f_max_c,f_lo,f_hi,u_M_half,f_max_c2,w_1,w_2,check1_M50E100_gt_M100E100,check2_M100E10_gt_M50E10
55.1619805617259,28.2630523392273,6867.62042621577,28623.4777640248,28623.629134258,6951.17373891207,1832.7890189901,2.22044604925031e-14,3.00884922944199e-14,0,0
