u_half,f_max_c,selectedCandidate,selectionMarginPct,basinAmbiguous,channelDisagreement,resnormPooled,resnormIndependentTotal,pooledVsIndependentPctChange,stage1Error
29.6165972765635,6111.28962311671,swapped,3.78744945521137e-12,1,1,4876.04283432898,4823.68479490646,1.08543658320721,
